id,inference_id,value,tags
0193da94-584a-74f2-a606-61b9e060db48,01947926-3270-78c2-8be5-622b4a1525bb,"{""raw"":""{\""person\"":[],\""organization\"":[\""NEW YORK\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""NEW YORK""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5936-7ad0-8596-a44bc1b77955,0194785d-d578-7e93-90e6-120219d94323,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Australian Rules\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Australian Rules""]}}",{}
0193da94-5819-7561-9648-d66e6d8c7c08,019479ee-8f68-71c1-bc99-2ebf2d6a962b,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""SRINAGAR\"",\""India\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""SRINAGAR"",""India""],""miscellaneous"":[]}}",{}
0193da94-5780-76a2-a8e5-e807148095ad,01947ab6-ec60-7280-9b35-e46eede3f308,"{""raw"":""{\""person\"":[\""Akira Ryo\""],\""organization\"":[\""Kawasaki\""],\""location\"":[\""Japan\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Akira Ryo""],""organization"":[""Kawasaki""],""location"":[""Japan""],""miscellaneous"":[]}}",{}
0193da94-58b2-7ee3-a9a4-871a894a506d,019481c2-3118-7080-a60d-a43b18680893,"{""raw"":""{\""person\"":[],\""organization\"":[\""VEERAKESARI\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""VEERAKESARI""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5704-7280-b596-14c0d496668a,01948031-7728-7f62-abe7-3b8f71d957b0,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-589a-7e21-847c-3e20b5c13f07,0194425c-c6a0-7051-b422-e8c6549aec68,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""AMSTERDAM\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""AMSTERDAM""],""miscellaneous"":[]}}",{}
0193da94-5810-7f23-b2bd-bafb24b1fa8c,01945073-5010-7ae2-b2c9-560b055e62de,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5753-7f32-8b41-5b7c0c9b4051,019459d7-abb0-7e92-8123-55aba6398c40,"{""raw"":""{\""person\"":[\""Faber\"",\""Nilis\"",\""Petrovic\""],\""organization\"":[\""PSV Eindhoven\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Faber"",""Nilis"",""Petrovic""],""organization"":[""PSV Eindhoven""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-577a-7761-8d0a-35e0883a5ae6,01945b68-65a0-79e2-8523-089b402502b1,"{""raw"":""{\""person\"":[],\""organization\"":[\""CLEVELAND\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""CLEVELAND""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-58e1-78c0-9eab-d4751dad23da,01943767-b110-74e2-ab47-f427246eb993,"{""raw"":""{\""person\"":[\""Necmettin Erbakan\""],\""organization\"":[],\""location\"":[\""Turkey\"",\""Israel\""],\""miscellaneous\"":[\""Iranian\"",\""Islamist\"",\""Turkish\""]}"",""parsed"":{""person"":[""Necmettin Erbakan""],""organization"":[],""location"":[""Turkey"",""Israel""],""miscellaneous"":[""Iranian"",""Islamist"",""Turkish""]}}",{}
0193da94-5717-7ec0-9358-71ceb4b86949,0194577e-94c8-7952-bf34-5da69a670d63,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""U.S.\""],\""miscellaneous\"":[\""Swede\"",\""Grand Slam\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""U.S.""],""miscellaneous"":[""Swede"",""Grand Slam""]}}",{}
0193da94-5703-7ba2-b7ab-56cc97a49b42,01945aa0-08a8-7ad0-a283-ca86257d1367,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5717-7ec0-9358-71ac7fbe67b8,0194590f-4eb8-7e62-9ea4-6f14d11109dc,"{""raw"":""{\""person\"":[\""Gcaleka\""],\""organization\"":[],\""location\"":[\""South Africa\"",\""Highland\"",\""Inverness\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Gcaleka""],""organization"":[],""location"":[""South Africa"",""Highland"",""Inverness""],""miscellaneous"":[]}}",{}
0193da94-58bc-7dc1-bd73-47bf31c3b8de,0194841b-4800-77e0-a848-0e72d42660d3,"{""raw"":""{\""person\"":[\""Jane Chi\"",\""Maria Antonio Sanchez Lorenzo\""],\""organization\"":[],\""location\"":[\""U.S.\"",\""Spain\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Jane Chi"",""Maria Antonio Sanchez Lorenzo""],""organization"":[],""location"":[""U.S."",""Spain""],""miscellaneous"":[]}}",{}
0193da94-57a2-7d42-aa4f-164f4fe69767,01947ea0-bd38-7a40-91a9-5a43ecc91567,"{""raw"":""{\""person\"":[\""Coetzer\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Coetzer""],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-57ee-7682-a7fc-245f8e7472e6,01945cf9-1f90-72a2-a0d8-59ed334e97ab,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-588a-7b00-a376-9bbb3113c642,01947604-be90-7ea1-b61b-21f27956c61d,"{""raw"":""{\""person\"":[\""Fatima Cristina\""],\""organization\"":[],\""location\"":[\""Sao Paulo\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Fatima Cristina""],""organization"":[],""location"":[""Sao Paulo""],""miscellaneous"":[]}}",{}
0193da94-58d9-78d1-a874-221471850f69,01944a30-6850-7071-a0cc-c356e8d2eef6,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Simex Nikkei\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Simex Nikkei""]}}",{}
0193da94-57a3-7df1-9994-3bb2059fd28e,01947b7f-4958-7260-ba3b-63571f312017,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5703-7ba2-b7ab-562ff62736c6,019438f8-6b00-75d1-bba2-2764edf0e397,"{""raw"":""{\""person\"":[\""Pires\"",\""Aime Jacquet\""],\""organization\"":[],\""location\"":[\""Mexico\"",\""Parc des Princes\""],\""miscellaneous\"":[\""French\""]}"",""parsed"":{""person"":[""Pires"",""Aime Jacquet""],""organization"":[],""location"":[""Mexico"",""Parc des Princes""],""miscellaneous"":[""French""]}}",{}
0193da94-58de-7f02-95c3-0c5fd71b219e,01944af8-c548-7c00-82c4-38dba9b6343a,"{""raw"":""{\""person\"":[\""Lars Riedel\""],\""organization\"":[],\""location\"":[\""Germany\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Lars Riedel""],""organization"":[],""location"":[""Germany""],""miscellaneous"":[]}}",{}
0193da94-57f8-7f23-9f38-e2b5b3c8af33,0194470e-f470-7462-861c-a00e447ea200,"{""raw"":""{\""person\"":[\""Jesse Owens\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Jesse Owens""],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5936-7ad0-8596-a430b116799e,01944bc1-2240-72b2-a0dc-95d2bcf8796b,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Belgian\"",\""1,000 Lakes Rally\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Belgian"",""1,000 Lakes Rally""]}}",{}
0193da94-5705-7b53-9edb-0f2fafe4c1a7,01945525-7de0-7541-b21c-a6c04d607803,"{""raw"":""{\""person\"":[],\""organization\"":[\""SAN FRANCISCO\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""SAN FRANCISCO""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-585e-76e2-a152-fc5cd756d03e,019456b6-37d0-7cb0-a246-1adc55e009dc,"{""raw"":""{\""person\"":[],\""organization\"":[\""interior ministry\""],\""location\"":[\""Senegal\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""interior ministry""],""location"":[""Senegal""],""miscellaneous"":[]}}",{}
0193da94-5827-7742-b35a-12f485527084,019461ab-4d60-79e2-8c97-9f218891f75f,"{""raw"":""{\""person\"":[\""Pierre Claverie\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""French\"",\""Roman Catholic\""]}"",""parsed"":{""person"":[""Pierre Claverie""],""organization"":[],""location"":[],""miscellaneous"":[""French"",""Roman Catholic""]}}",{}
0193da94-5859-77f0-9308-13548166c43a,01946ef9-79d8-7771-83b8-5963f460b280,"{""raw"":""{\""person\"":[\""Michael Chang\""],\""organization\"":[],\""location\"":[\""U.S.\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Michael Chang""],""organization"":[],""location"":[""U.S.""],""miscellaneous"":[]}}",{}
0193da94-5877-73d2-b039-4d324e29f8b3,019467ee-3520-7a81-9de4-13fc1300b193,"{""raw"":""{\""person\"":[],\""organization\"":[\""Pittsburgh\"",\""HOUSTON\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Pittsburgh"",""HOUSTON""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5728-77c2-8842-da8a813a66bb,0194721a-edb8-7b22-adbc-118f7dad3b56,"{""raw"":""{\""person\"":[\""Rubens Barrichello\""],\""organization\"":[\""Jordan\""],\""location\"":[\""Brazil\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Rubens Barrichello""],""organization"":[""Jordan""],""location"":[""Brazil""],""miscellaneous"":[]}}",{}
0193da94-5752-78e0-a1c1-3b54f84d8343,01947dd8-6040-75e2-b035-e7932c5b8d2f,"{""raw"":""{\""person\"":[\""VOGTS\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""EURO ' 96\""]}"",""parsed"":{""person"":[""VOGTS""],""organization"":[],""location"":[],""miscellaneous"":[""EURO ' 96""]}}",{}
0193da94-5754-7101-900c-dba48a50f808,01946a47-4c08-7bb0-974d-7182f95ff61e,"{""raw"":""{\""person\"":[],\""organization\"":[\""Milwaukee\"",\""CLEVELAND\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Milwaukee"",""CLEVELAND""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-578b-7442-98f0-3a5b3515900e,01944968-0b58-79b2-b980-5b334bf5e1ae,"{""raw"":""{\""person\"":[],\""organization\"":[\""Dublin Newsroom\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Dublin Newsroom""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-572a-7971-99c8-344c5d8ede22,01945204-0a00-74c1-a80b-1513c2904f68,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""CENTRAL DIVISION\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""CENTRAL DIVISION""]}}",{}
0193da94-572a-7971-99c8-345a60e7617d,01947c47-a650-72f1-bb9b-588473368f07,"{""raw"":""{\""person\"":[],\""organization\"":[\""Japan Aluminium Federation\""],\""location\"":[],\""miscellaneous\"":[\""Japanese\""]}"",""parsed"":{""person"":[],""organization"":[""Japan Aluminium Federation""],""location"":[],""miscellaneous"":[""Japanese""]}}",{}
0193da94-5923-7f62-a69b-cf4595a59da9,01945f52-3678-7562-9aba-cd51ac445588,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5704-7280-b596-14abed08293c,01946fc1-d6d0-7261-ac6c-dfda9ae0f26a,"{""raw"":""{\""person\"":[\""Medvedev\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Medvedev""],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-594f-7171-a851-efbd39bdbee1,01944003-afb8-7393-b8fb-f9fcd2fa0393,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-577c-7eb3-8479-4ede544c0a2f,01944d51-dc30-73f3-a2bb-4386c3a5ceca,"{""raw"":""{\""person\"":[],\""organization\"":[\""Volendam\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Volendam""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5826-78b0-893f-8c95efcf694d,01944e1a-3928-7550-8762-9b5953f9362e,"{""raw"":""{\""person\"":[],\""organization\"":[\""National Customs Board\"",\""NCB\""],\""location\"":[\""Finland\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""National Customs Board"",""NCB""],""location"":[""Finland""],""miscellaneous"":[]}}",{}
0193da94-5754-7101-900c-dbe1c029f328,01945e89-d980-7613-a7ff-83adbc0ae94d,"{""raw"":""{\""person\"":[],\""organization\"":[\""Philippine Basketball Association\""],\""location\"":[],\""miscellaneous\"":[\""American\""]}"",""parsed"":{""person"":[],""organization"":[""Philippine Basketball Association""],""location"":[],""miscellaneous"":[""American""]}}",{}
0193da94-57cb-7a71-9521-360f62b71309,01948352-eb08-7c42-aa77-1753f17214f1,"{""raw"":""{\""person\"":[],\""organization\"":[\""Botafogo\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Botafogo""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5718-7792-ad42-6c8b9edb7311,019444b5-dd88-71c2-a393-f08b944c1070,"{""raw"":""{\""person\"":[],\""organization\"":[\""AD-DIYAR\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""AD-DIYAR""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-581a-7d71-b6a6-5e1177303616,0194633c-0750-7513-830c-cb3a0c235155,"{""raw"":""{\""person\"":[],\""organization\"":[\""Castleford\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Castleford""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-58c7-7213-b720-1e2a84cf4808,01947f69-1a30-7f22-bd33-0fd9e7808ec3,"{""raw"":""{\""person\"":[],\""organization\"":[\""VfB Stuttgart\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""VfB Stuttgart""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5820-7701-b432-aae742b3493e,0194697e-ef10-7672-a402-c75de96019d7,"{""raw"":""{\""person\"":[\""Wisinga\""],\""organization\"":[],\""location\"":[\""Europe\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Wisinga""],""organization"":[],""location"":[""Europe""],""miscellaneous"":[]}}",{}
0193da94-5912-7721-8f47-d7aafd131def,01946ca0-62f0-73a0-9b63-b3c823cb5e1a,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""Amazon\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""Amazon""],""miscellaneous"":[]}}",{}
0193da94-5718-7792-ad42-6c19276cbbed,01943f3b-52c0-7e11-901e-14ea57a1b05f,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-57a7-7b42-9829-1eda861aa592,019447d7-5168-76b3-a206-6d6d35b9c854,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""Vatican\"",\""Dublin\"",\""Calcutta\""],\""miscellaneous\"":[\""American\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""Vatican"",""Dublin"",""Calcutta""],""miscellaneous"":[""American""]}}",{}
0193da94-58ca-72b1-9ca7-952459e970ce,0194489f-ae60-7db1-bfaf-84ad17082a6f,"{""raw"":""{\""person\"":[\""Lotte\""],\""organization\"":[\""OB\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Lotte""],""organization"":[""OB""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5950-7c50-b7a3-b9d223dc591f,019440cc-0cb0-7802-bbdd-8123ef10aba1,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-58f8-78a1-a7a5-ced717364f38,0194545d-20e8-7eb2-b0c8-e5647d6dc2f4,"{""raw"":""{\""person\"":[\""Mayfiar\"",\""Steve Stricker\"",\""Duffy Waldorf\""],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Mayfiar"",""Steve Stricker"",""Duffy Waldorf""],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5886-7dc0-8e0d-96403b3d6c1c,019476cd-1b88-7bf1-891c-6d26c7c4e7dd,"{""raw"":""{\""person\"":[],\""organization\"":[\""Saskatchewan Wheat Pool\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Saskatchewan Wheat Pool""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-58b8-7d21-bcd9-8c44c3083b0f,0194828a-8e10-7081-860e-6084b54339cf,"{""raw"":""{\""person\"":[],\""organization\"":[\""CLEVELAND\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""CLEVELAND""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5703-7ba2-b7ab-56f135965dcf,01946e31-1ce0-72f0-8fc8-cb010a8f4391,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Canadian Open\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Canadian Open""]}}",{}
0193da94-5743-7520-b1e1-85d733926b67,01946bd8-05f8-7aa3-8d9f-aa09404f014d,"{""raw"":""{\""person\"":[],\""organization\"":[\""U.N.\""],\""location\"":[\""Iraq\"",\""Baghdad\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""U.N.""],""location"":[""Iraq"",""Baghdad""],""miscellaneous"":[]}}",{}
0193da94-571b-7453-9872-403cce9f0762,0194708a-33c8-73d0-9bce-a6956e0e3790,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[\""AMSTERDAM\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[""AMSTERDAM""],""miscellaneous"":[]}}",{}
0193da94-56ff-7603-b5db-e533b4b9ff0a,01946595-1e38-7da3-91bd-0cc0cd28d48c,"{""raw"":""{\""person\"":[],\""organization\"":[\""Philip Morris Cos Inc\""],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[""Philip Morris Cos Inc""],""location"":[],""miscellaneous"":[]}}",{}
0193da94-5927-7fb3-982d-ed71d723f5b6,01943ce2-3bd8-7a71-b767-7741361913d4,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-571b-7453-9872-4057b50fa4a1,019455ed-dad8-7d02-898f-4de1136c7938,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Sudanese\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Sudanese""]}}",{}
0193da94-587a-76f1-b039-b10d823e91af,0194601a-9370-7261-8311-68c01f238d97,"{""raw"":""{\""person\"":[\""Kimberly Po\"",\""Kristina Brandi\""],\""organization\"":[],\""location\"":[\""U.S.\"",\""U.S.\""],\""miscellaneous\"":[]}"",""parsed"":{""person"":[""Kimberly Po"",""Kristina Brandi""],""organization"":[],""location"":[""U.S."",""U.S.""],""miscellaneous"":[]}}",{}
0193da94-583b-7f53-bb08-a85eac832b3e,019480f9-d420-73b1-9619-81d71adc18a5,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[]}}",{}
0193da94-57be-7d61-9b9f-d997c88b76cf,01945c30-c298-7b03-af2c-a0073105decc,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""ENGLISH\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""ENGLISH""]}}",{}
0193da94-571b-7453-9872-4002f6f7958f,01945846-f1c0-7071-a0e4-3e2abfec05aa,"{""raw"":""{\""person\"":[],\""organization\"":[],\""location\"":[],\""miscellaneous\"":[\""Dm\""]}"",""parsed"":{""person"":[],""organization"":[],""location"":[],""miscellaneous"":[""Dm""]}}",{}
